iteration,cost,l1_n1_w0,l1_n1_w1,l1_n1_w2,l1_n2_w0,l1_n2_w1,l1_n2_w2,l2_n1_w0,l2_n1_w1,l2_n1_w2
191,0.6953,-0.040292174,0.49404687,-0.78936285,-0.002141897,0.9112083,0.089023374,-0.040292174,-0.40889516,0.50905925
192,0.6953,-0.040422805,0.49360538,-0.78932214,-0.0022300398,0.91095644,0.089234926,-0.040422805,-0.408489,0.5088423
193,0.6953,-0.0405533,0.4931646,-0.7892816,-0.0023181983,0.91070515,0.089446254,-0.0405533,-0.40808347,0.5086257
194,0.6953,-0.04068366,0.49272454,-0.78924125,-0.0024063722,0.91045433,0.08965735,-0.04068366,-0.4076786,0.5084095
195,0.6953,-0.040813886,0.49228516,-0.7892011,-0.0024945613,0.91020405,0.08986822,-0.040813886,-0.4072744,0.5081937
196,0.6953,-0.040943976,0.4918465,-0.7891611,-0.0025827647,0.90995425,0.09007886,-0.040943976,-0.40687084,0.50797826
197,0.6952,-0.041073933,0.49140853,-0.78912127,-0.0026709826,0.9097049,0.09028927,-0.041073933,-0.4064679,0.5077632
198,0.6952,-0.041203756,0.49097127,-0.78908163,-0.0027592147,0.90945613,0.09049946,-0.041203756,-0.40606564,0.5075485
199,0.6952,-0.041333444,0.4905347,-0.7890422,-0.0028474608,0.9092078,0.090709426,-0.041333444,-0.405664,0.50733423
200,0.6952,-0.041463,0.4900988,-0.7890029,-0.0029357213,0.90896,0.09091917,-0.041463,-0.405263,0.5071203
201,0.6952,-0.04159242,0.4896636,-0.7889638,-0.0030239953,0.9087127,0.09112868,-0.04159242,-0.40486264,0.5069068
202,0.6952,-0.041721705,0.4892291,-0.7889249,-0.003112283,0.90846586,0.091337964,-0.041721705,-0.40446293,0.50669366
203,0.6952,-0.041850857,0.4887953,-0.78888613,-0.0032005839,0.9082195,0.091547035,-0.041850857,-0.40406385,0.50648093
204,0.6952,-0.041979875,0.4883622,-0.78884757,-0.0032888982,0.90797365,0.09175588,-0.041979875,-0.4036654,0.50626856
205,0.6952,-0.04210876,0.48792976,-0.7888092,-0.003377225,0.9077283,0.091964506,-0.04210876,-0.40326756,0.5060566
206,0.6952,-0.042237513,0.48749802,-0.788771,-0.003465565,0.90748346,0.092172906,-0.042237513,-0.40287036,0.505845
